match_id,date,home_team,away_team,home_score,away_score,tournament,neutral,home_conf,away_conf,result
2278,2002-06-22,Senegal,Turkey,0.0,1.0,FIFA World Cup,True,CAF,UEFA,A
2279,2002-06-22,South Korea,Spain,0.0,0.0,FIFA World Cup,False,AFC,UEFA,D
2280,2002-06-25,South Korea,Germany,0.0,1.0,FIFA World Cup,False,AFC,UEFA,A
2281,2002-06-26,Brazil,Turkey,1.0,0.0,FIFA World Cup,True,CONMEBOL,UEFA,H
2282,2002-06-29,South Korea,Turkey,2.0,3.0,FIFA World Cup,False,AFC,UEFA,A
2283,2002-06-30,Germany,Brazil,0.0,2.0,FIFA World Cup,True,UEFA,CONMEBOL,A
2284,2002-07-14,New Zealand,Australia,1.0,0.0,Oceania Nations Cup,False,OFC,AFC,H
2285,2002-08-20,Algeria,DR Congo,1.0,1.0,Friendly,False,CAF,CAF,D
2286,2002-08-21,Ukraine,Iran,0.0,1.0,Friendly,False,UEFA,AFC,A
2287,2002-08-21,Scotland,Denmark,0.0,1.0,Friendly,False,UEFA,UEFA,A
2288,2002-08-21,Russia,Sweden,1.0,1.0,Friendly,False,UEFA,UEFA,D
2289,2002-08-21,Switzerland,Austria,3.0,2.0,Friendly,False,UEFA,UEFA,H
2290,2002-08-21,Poland,Belgium,1.0,1.0,Friendly,False,UEFA,UEFA,D
2291,2002-08-21,Norway,Netherlands,0.0,1.0,Friendly,False,UEFA,UEFA,A
2292,2002-08-21,Romania,Greece,0.0,1.0,Friendly,False,UEFA,UEFA,A
2293,2002-08-21,Tunisia,France,1.0,1.0,Friendly,False,CAF,UEFA,D
2294,2002-08-21,Finland,Republic of Ireland,0.0,3.0,Friendly,False,UEFA,UEFA,A
2295,2002-08-21,Italy,Slovenia,0.0,1.0,Friendly,False,UEFA,UEFA,A
2296,2002-08-21,Hungary,Spain,1.0,1.0,Friendly,False,UEFA,UEFA,D
2297,2002-08-21,Czech Republic,Slovakia,4.0,1.0,Friendly,False,UEFA,UEFA,H
2298,2002-08-21,Croatia,Wales,1.0,1.0,Friendly,False,UEFA,UEFA,D
2299,2002-08-21,Bulgaria,Germany,2.0,2.0,Friendly,False,UEFA,UEFA,D
